,gid,geometry,value_소방서,value_경찰서,value_병원,value_보건기관,value_응급의료시설,value_의원
1515,라사16b85a,"POLYGON ((1016500 1985000, 1016500 1985500, 1017000 1985500, 1017000 1985000, 1016500 1985000))",3.986,2.933,4.545,3.519,5.706,2.819
1516,라사16b85b,"POLYGON ((1016500 1985500, 1016500 1986000, 1017000 1986000, 1017000 1985500, 1016500 1985500))",3.726,2.673,4.286,3.259,5.446,2.559
1517,라사16b86a,"POLYGON ((1016500 1986000, 1016500 1986500, 1017000 1986500, 1017000 1986000, 1016500 1986000))",5.589,5.647,5.326,6.041,6.833,6.357
1518,라사16b86b,"POLYGON ((1016500 1986500, 1016500 1987000, 1017000 1987000, 1017000 1986500, 1016500 1986500))",5.094,5.152,4.832,5.546,6.338,5.514
1519,라사16b87a,"POLYGON ((1016500 1987000, 1016500 1987500, 1017000 1987500, 1017000 1987000, 1016500 1987000))",4.977,5.035,4.714,5.429,6.221,5.315
1520,라사16b87b,"POLYGON ((1016500 1987500, 1016500 1988000, 1017000 1988000, 1017000 1987500, 1016500 1987500))",8.649,4.712,7.901,1.344,11.501,11.135
1521,라사16b88a,"POLYGON ((1016500 1988000, 1016500 1988500, 1017000 1988500, 1017000 1988000, 1016500 1988000))",8.341,4.404,7.593,1.036,11.193,9.032
1522,라사16b88b,"POLYGON ((1016500 1988500, 1016500 1989000, 1017000 1989000, 1017000 1988500, 1016500 1988500))",7.921,3.985,7.174,0.388,10.774,7.233
1523,라사16b89a,"POLYGON ((1016500 1989000, 1016500 1989500, 1017000 1989500, 1017000 1989000, 1016500 1989000))",7.573,3.637,6.826,0.82,10.426,6.621
1524,라사16b89b,"POLYGON ((1016500 1989500, 1016500 1990000, 1017000 1990000, 1017000 1989500, 1016500 1989500))",7.987,4.05,7.239,1.994,10.839,7.034
1525,라사16b90a,"POLYGON ((1016500 1990000, 1016500 1990500, 1017000 1990500, 1017000 1990000, 1016500 1990000))",7.558,3.621,6.81,2.317,11.163,6.605
1526,라사16b90b,"POLYGON ((1016500 1990500, 1016500 1991000, 1017000 1991000, 1017000 1990500, 1016500 1990500))",6.913,2.977,6.166,2.921,9.766,5.96
1527,라사16b91a,"POLYGON ((1016500 1991000, 1016500 1991500, 1017000 1991500, 1017000 1991000, 1016500 1991000))",6.968,3.032,6.22,3.006,9.821,6.015
1528,라사16b91b,"POLYGON ((1016500 1991500, 1016500 1992000, 1017000 1992000, 1017000 1991500, 1016500 1991500))",7.451,3.514,6.703,3.466,10.304,6.497
1529,라사16b92a,"POLYGON ((1016500 1992000, 1016500 1992500, 1017000 1992500, 1017000 1992000, 1016500 1992000))",6.502,2.566,5.754,1.91,9.355,5.549
1530,라사16b92b,"POLYGON ((1016500 1992500, 1016500 1993000, 1017000 1993000, 1017000 1992500, 1016500 1992500))",6.797,2.861,6.049,1.884,9.65,5.843
1531,라사16b93a,"POLYGON ((1016500 1993000, 1016500 1993500, 1017000 1993500, 1017000 1993000, 1016500 1993000))",7.08,3.144,6.332,2.329,9.933,6.126
1532,라사16b93b,"POLYGON ((1016500 1993500, 1016500 1994000, 1017000 1994000, 1017000 1993500, 1016500 1993500))",7.472,3.535,6.724,2.72,10.325,6.518
1533,라사16b94a,"POLYGON ((1016500 1994000, 1016500 1994500, 1017000 1994500, 1017000 1994000, 1016500 1994000))",8.29,4.354,7.542,3.698,11.143,7.337
1534,라사16b94b,"POLYGON ((1016500 1994500, 1016500 1995000, 1017000 1995000, 1017000 1994500, 1016500 1994500))",8.269,4.333,7.521,3.677,11.122,7.316
1535,라사16b95a,"POLYGON ((1016500 1995000, 1016500 1995500, 1017000 1995500, 1017000 1995000, 1016500 1995000))",7.549,6.201,5.41,5.398,11.167,7.361
1536,라사16b95b,"POLYGON ((1016500 1995500, 1016500 1996000, 1017000 1996000, 1017000 1995500, 1016500 1995500))",8.005,6.657,5.866,5.854,11.623,7.817
1537,라사16b96a,"POLYGON ((1016500 1996000, 1016500 1996500, 1017000 1996500, 1017000 1996000, 1016500 1996000))",9.613,8.265,7.473,6.767,13.231,9.424
1538,라사16b96b,"POLYGON ((1016500 1996500, 1016500 1997000, 1017000 1997000, 1017000 1996500, 1016500 1996500))",9.982,8.634,7.842,7.137,13.6,9.794
1539,라사16b97a,"POLYGON ((1016500 1997000, 1016500 1997500, 1017000 1997500, 1017000 1997000, 1016500 1997000))",12.727,11.792,10.587,2.402,16.345,12.538
1540,라사16b97b,"POLYGON ((1016500 1997500, 1016500 1998000, 1017000 1998000, 1017000 1997500, 1016500 1997500))",12.387,11.452,10.247,1.855,16.005,12.199
1541,라사16b98a,"POLYGON ((1016500 1998000, 1016500 1998500, 1017000 1998500, 1017000 1998000, 1016500 1998000))",13.004,12.069,10.864,1.988,16.622,12.705
1542,라사16b98b,"POLYGON ((1016500 1998500, 1016500 1999000, 1017000 1999000, 1017000 1998500, 1016500 1998500))",14.267,14.152,11.897,1.668,19.198,12.385
1543,라사16b99a,"POLYGON ((1016500 1999000, 1016500 1999500, 1017000 1999500, 1017000 1999000, 1016500 1999000))",14.398,14.282,12.027,1.798,19.328,12.516
1544,라사16b99b,"POLYGON ((1016500 1999500, 1016500 2000000, 1017000 2000000, 1017000 1999500, 1016500 1999500))",15.016,14.901,12.646,2.417,19.947,13.135
1545,라사17a68b,"POLYGON ((1017000 1968500, 1017000 1969000, 1017500 1969000, 1017500 1968500, 1017000 1968500))",6.382,6.034,22.606,1.301,21.571,12.551
1546,라사17a69a,"POLYGON ((1017000 1969000, 1017000 1969500, 1017500 1969500, 1017500 1969000, 1017000 1969000))",7.059,6.711,22.444,1.978,21.409,10.406
1547,라사17a69b,"POLYGON ((1017000 1969500, 1017000 1970000, 1017500 1970000, 1017500 1969500, 1017000 1969500))",7.304,6.957,21.6,1.55,20.565,9.905
1548,라사17a70a,"POLYGON ((1017000 1970000, 1017000 1970500, 1017500 1970500, 1017500 1970000, 1017000 1970000))",7.958,7.611,21.243,1.193,20.208,9.239
1549,라사17a70b,"POLYGON ((1017000 1970500, 1017000 1971000, 1017500 1971000, 1017500 1970500, 1017000 1970500))",8.53,8.183,21.751,1.701,20.716,9.259
1550,라사17a71a,"POLYGON ((1017000 1971000, 1017000 1971500, 1017500 1971500, 1017500 1971000, 1017000 1971000))",7.97,8.511,22.831,2.72,21.796,8.299
1551,라사17a71b,"POLYGON ((1017000 1971500, 1017000 1972000, 1017500 1972000, 1017500 1971500, 1017000 1971500))",14.109,13.762,23.717,6.21,22.682,16.71
1552,라사17a72a,"POLYGON ((1017000 1972000, 1017000 1972500, 1017500 1972500, 1017500 1972000, 1017000 1972000))",6.992,7.533,20.632,3.598,19.596,7.321
1553,라사17a72b,"POLYGON ((1017000 1972500, 1017000 1973000, 1017500 1973000, 1017500 1972500, 1017000 1972500))",7.003,7.544,19.815,4.144,18.779,7.332
1554,라사17a73a,"POLYGON ((1017000 1973000, 1017000 1973500, 1017500 1973500, 1017500 1973000, 1017000 1973000))",7.445,7.987,19.364,4.588,18.328,7.775
1555,라사17a73b,"POLYGON ((1017000 1973500, 1017000 1974000, 1017500 1974000, 1017500 1973500, 1017000 1973500))",8.17,8.711,18.608,7.6,17.571,8.499
1556,라사17a74a,"POLYGON ((1017000 1974000, 1017000 1974500, 1017500 1974500, 1017500 1974000, 1017000 1974000))",8.656,9.196,18.109,7.102,17.073,8.985
1557,라사17a74b,"POLYGON ((1017000 1974500, 1017000 1975000, 1017500 1975000, 1017500 1974500, 1017000 1974500))",7.331,7.874,17.55,6.542,16.514,7.66
1558,라사17a75a,"POLYGON ((1017000 1975000, 1017000 1975500, 1017500 1975500, 1017500 1975000, 1017000 1975000))",6.485,7.029,18.019,7.01,16.983,6.815
1559,라사17a75b,"POLYGON ((1017000 1975500, 1017000 1976000, 1017500 1976000, 1017500 1975500, 1017000 1975500))",6.601,7.145,18.378,7.186,17.342,6.931
1560,라사17a76a,"POLYGON ((1017000 1976000, 1017000 1976500, 1017500 1976500, 1017500 1976000, 1017000 1976000))",10.096,13.046,16.019,7.061,14.983,9.012
1561,라사17a76b,"POLYGON ((1017000 1976500, 1017000 1977000, 1017500 1977000, 1017500 1976500, 1017000 1976500))",10.358,13.307,16.28,7.323,15.244,9.273
1562,라사17a77a,"POLYGON ((1017000 1977000, 1017000 1977500, 1017500 1977500, 1017500 1977000, 1017000 1977000))",6.528,7.071,13.302,4.345,12.266,6.277
1563,라사17a77b,"POLYGON ((1017000 1977500, 1017000 1978000, 1017500 1978000, 1017500 1977500, 1017000 1977500))",6.473,7.016,12.76,3.803,11.725,5.736
1564,라사17a78a,"POLYGON ((1017000 1978000, 1017000 1978500, 1017500 1978500, 1017500 1978000, 1017000 1978000))",6.676,9.025,11.998,3.041,10.962,4.973
1565,라사17a78b,"POLYGON ((1017000 1978500, 1017000 1979000, 1017500 1979000, 1017500 1978500, 1017000 1978500))",9.26,8.56,11.532,2.575,10.497,4.508
1566,라사17a79a,"POLYGON ((1017000 1979000, 1017000 1979500, 1017500 1979500, 1017500 1979000, 1017000 1979000))",8.93,8.229,11.202,2.245,10.166,4.178
1567,라사17a79b,"POLYGON ((1017000 1979500, 1017000 1980000, 1017500 1980000, 1017500 1979500, 1017000 1979500))",7.316,6.974,8.635,2.421,10.342,3.734
1568,라사17a80a,"POLYGON ((1017000 1980000, 1017000 1980500, 1017500 1980500, 1017500 1980000, 1017000 1980000))",7.037,6.694,8.355,2.978,9.065,3.454
1569,라사17a80b,"POLYGON ((1017000 1980500, 1017000 1981000, 1017500 1981000, 1017500 1980500, 1017000 1980500))",8.335,7.993,9.654,3.377,10.364,4.752
1570,라사17a81a,"POLYGON ((1017000 1981000, 1017000 1981500, 1017500 1981500, 1017500 1981000, 1017000 1981000))",10.988,10.646,12.308,6.931,13.017,7.406
1571,라사17a81b,"POLYGON ((1017000 1981500, 1017000 1982000, 1017500 1982000, 1017500 1981500, 1017000 1981500))",10.648,10.307,11.968,6.59,12.677,7.066
1572,라사17a82a,"POLYGON ((1017000 1982000, 1017000 1982500, 1017500 1982500, 1017500 1982000, 1017000 1982000))",11.123,10.781,12.442,7.065,13.152,7.54
1573,라사17a82b,"POLYGON ((1017000 1982500, 1017000 1983000, 1017500 1983000, 1017500 1982500, 1017000 1982500))",5.097,4.754,6.415,5.454,7.126,1.908
1574,라사17a83a,"POLYGON ((1017000 1983000, 1017000 1983500, 1017500 1983500, 1017500 1983000, 1017000 1983000))",5.5,5.157,6.818,5.857,7.529,2.311
1575,라사17a83b,"POLYGON ((1017000 1983500, 1017000 1984000, 1017500 1984000, 1017500 1983500, 1017000 1983500))",5.621,5.251,6.873,5.847,7.65,4.351
1576,라사17a84a,"POLYGON ((1017000 1984000, 1017000 1984500, 1017500 1984500, 1017500 1984000, 1017000 1984000))",3.79,3.356,4.969,3.943,5.953,3.174
1577,라사17a84b,"POLYGON ((1017000 1984500, 1017000 1985000, 1017500 1985000, 1017500 1984500, 1017000 1984500))",4.563,3.661,5.273,4.247,6.434,3.547
1578,라사17a85a,"POLYGON ((1017000 1985000, 1017000 1985500, 1017500 1985500, 1017500 1985000, 1017000 1985000))",4.101,3.048,4.66,3.634,5.821,2.934
1579,라사17a85b,"POLYGON ((1017000 1985500, 1017000 1986000, 1017500 1986000, 1017500 1985500, 1017000 1985500))",3.179,2.126,3.739,2.712,4.899,2.012
1580,라사17a86a,"POLYGON ((1017000 1986000, 1017000 1986500, 1017500 1986500, 1017500 1986000, 1017000 1986000))",5.929,6.12,5.667,6.381,7.173,6.349
1581,라사17a86b,"POLYGON ((1017000 1986500, 1017000 1987000, 1017500 1987000, 1017500 1986500, 1017000 1986500))",5.776,5.838,5.513,6.228,7.02,6.114
1582,라사17a87a,"POLYGON ((1017000 1987000, 1017000 1987500, 1017500 1987500, 1017500 1987000, 1017000 1987000))",4.509,4.567,4.246,4.961,5.753,4.847
1583,라사17a87b,"POLYGON ((1017000 1987500, 1017000 1988000, 1017500 1988000, 1017500 1987500, 1017000 1987500))",3.981,4.039,3.718,4.433,5.225,4.319
1584,라사17a88a,"POLYGON ((1017000 1988000, 1017000 1988500, 1017500 1988500, 1017500 1988000, 1017000 1988000))",3.95,4.008,3.687,4.402,5.194,4.153
1585,라사17a88b,"POLYGON ((1017000 1988500, 1017000 1989000, 1017500 1989000, 1017500 1988500, 1017000 1988500))",7.478,3.542,6.731,0.482,10.331,6.79
1586,라사17a89a,"POLYGON ((1017000 1989000, 1017000 1989500, 1017500 1989500, 1017500 1989000, 1017000 1989000))",7.058,3.121,6.31,0.811,9.911,6.105
1587,라사17a89b,"POLYGON ((1017000 1989500, 1017000 1990000, 1017500 1990000, 1017500 1989500, 1017000 1989500))",7.485,3.549,6.737,1.492,10.338,6.532
1588,라사17a90a,"POLYGON ((1017000 1990000, 1017000 1990500, 1017500 1990500, 1017500 1990000, 1017000 1990000))",7.352,3.416,6.605,2.004,10.85,6.399
1589,라사17a90b,"POLYGON ((1017000 1990500, 1017000 1991000, 1017500 1991000, 1017500 1990500, 1017000 1990500))",6.774,2.837,6.026,2.595,9.627,5.821
1590,라사17a91a,"POLYGON ((1017000 1991000, 1017000 1991500, 1017500 1991500, 1017500 1991000, 1017000 1991000))",6.574,2.638,5.826,3.063,9.427,5.621
1591,라사17a91b,"POLYGON ((1017000 1991500, 1017000 1992000, 1017500 1992000, 1017500 1991500, 1017000 1991500))",7.588,3.651,6.84,3.77,10.441,6.635
1592,라사17a92a,"POLYGON ((1017000 1992000, 1017000 1992500, 1017500 1992500, 1017500 1992000, 1017000 1992000))",6.023,2.086,5.274,1.43,8.875,5.069
1593,라사17a92b,"POLYGON ((1017000 1992500, 1017000 1993000, 1017500 1993000, 1017500 1992500, 1017000 1992500))",6.405,2.469,5.656,1.492,9.258,5.451
1594,라사17a93a,"POLYGON ((1017000 1993000, 1017000 1993500, 1017500 1993500, 1017500 1993000, 1017000 1993000))",6.83,2.893,6.081,1.946,9.682,5.876
1595,라사17a93b,"POLYGON ((1017000 1993500, 1017000 1994000, 1017500 1994000, 1017500 1993500, 1017000 1993500))",7.264,3.328,6.516,2.672,10.117,6.31
1596,라사17a94a,"POLYGON ((1017000 1994000, 1017000 1994500, 1017500 1994500, 1017500 1994000, 1017000 1994000))",7.59,3.654,6.841,2.998,10.442,6.636
1597,라사17a94b,"POLYGON ((1017000 1994500, 1017000 1995000, 1017500 1995000, 1017500 1994500, 1017000 1994500))",6.831,5.483,4.692,4.68,10.45,6.643
1598,라사17a95a,"POLYGON ((1017000 1995000, 1017000 1995500, 1017500 1995500, 1017500 1995000, 1017000 1995000))",7.262,5.914,5.123,5.111,10.88,7.074
1599,라사17a95b,"POLYGON ((1017000 1995500, 1017000 1996000, 1017500 1996000, 1017500 1995500, 1017000 1995500))",7.893,6.545,5.753,5.742,11.511,7.705
1600,라사17a96a,"POLYGON ((1017000 1996000, 1017000 1996500, 1017500 1996500, 1017500 1996000, 1017000 1996000))",10.069,8.722,7.929,7.224,13.687,9.881
1601,라사17a96b,"POLYGON ((1017000 1996500, 1017000 1997000, 1017500 1997000, 1017500 1996500, 1017000 1996500))",13.859,12.924,11.72,3.331,17.477,13.671
1602,라사17a97a,"POLYGON ((1017000 1997000, 1017000 1997500, 1017500 1997500, 1017500 1997000, 1017000 1997000))",13.359,12.424,11.219,2.83,16.977,13.171
1603,라사17a97b,"POLYGON ((1017000 1997500, 1017000 1998000, 1017500 1998000, 1017500 1997500, 1017000 1997500))",12.954,12.019,10.815,2.426,16.572,12.766
1604,라사17a98a,"POLYGON ((1017000 1998000, 1017000 1998500, 1017500 1998500, 1017500 1998000, 1017000 1998000))",13.844,12.234,11.473,1.245,16.787,11.962
1605,라사17a98b,"POLYGON ((1017000 1998500, 1017000 1999000, 1017500 1999000, 1017500 1998500, 1017000 1998500))",13.72,13.604,11.35,1.121,18.65,11.838
1606,라사17a99a,"POLYGON ((1017000 1999000, 1017000 1999500, 1017500 1999500, 1017500 1999000, 1017000 1999000))",14.034,13.918,11.664,1.435,18.964,12.152
1607,라사17a99b,"POLYGON ((1017000 1999500, 1017000 2000000, 1017500 2000000, 1017500 1999500, 1017000 1999500))",14.402,14.286,12.031,1.802,19.332,12.52
1608,라사17b69a,"POLYGON ((1017500 1969000, 1017500 1969500, 1018000 1969500, 1018000 1969000, 1017500 1969000))",7.057,6.709,21.475,1.326,20.439,13.227
1609,라사17b69b,"POLYGON ((1017500 1969500, 1017500 1970000, 1018000 1970000, 1018000 1969500, 1017500 1969500))",7.313,6.966,21.103,0.961,20.068,13.483
1610,라사17b70a,"POLYGON ((1017500 1970000, 1017500 1970500, 1018000 1970500, 1018000 1970000, 1017500 1970000))",8.263,7.916,20.688,0.637,19.652,9.916
1611,라사17b70b,"POLYGON ((1017500 1970500, 1017500 1971000, 1018000 1971000, 1018000 1970500, 1017500 1970500))",8.532,8.185,20.956,0.907,19.921,10.696
1612,라사17b71a,"POLYGON ((1017500 1971000, 1017500 1971500, 1018000 1971500, 1018000 1971000, 1017500 1971000))",9.033,8.687,21.458,1.408,20.422,11.197
1613,라사17b71b,"POLYGON ((1017500 1971500, 1017500 1972000, 1018000 1972000, 1018000 1971500, 1017500 1971500))",13.805,13.457,23.413,5.906,22.377,16.406
1614,라사17b72a,"POLYGON ((1017500 1972000, 1017500 1972500, 1018000 1972500, 1018000 1972000, 1017500 1972000))",14.5,15.076,28.199,14.918,33.015,15.229
1615,라사17b72b,"POLYGON ((1017500 1972500, 1017500 1973000, 1018000 1973000, 1018000 1972500, 1017500 1972500))",11.273,10.926,18.993,3.375,17.957,11.985
1616,라사17b73a,"POLYGON ((1017500 1973000, 1017500 1973500, 1018000 1973500, 1018000 1973000, 1017500 1973000))",11.295,10.948,19.015,3.397,17.979,12.007
1617,라사17b73b,"POLYGON ((1017500 1973500, 1017500 1974000, 1018000 1974000, 1018000 1973500, 1017500 1973500))",9.012,9.553,18.65,7.642,17.613,9.341
1618,라사17b74a,"POLYGON ((1017500 1974000, 1017500 1974500, 1018000 1974500, 1018000 1974000, 1017500 1974000))",7.66,8.203,17.061,6.052,16.025,7.989
1619,라사17b74b,"POLYGON ((1017500 1974500, 1017500 1975000, 1018000 1975000, 1018000 1974500, 1017500 1974500))",7.262,7.805,17.281,6.273,16.245,7.591
1620,라사17b75a,"POLYGON ((1017500 1975000, 1017500 1975500, 1018000 1975500, 1018000 1975000, 1017500 1975000))",7.278,7.821,16.383,6.852,15.347,7.607
1621,라사17b75b,"POLYGON ((1017500 1975500, 1017500 1976000, 1018000 1976000, 1018000 1975500, 1017500 1975500))",7.867,8.41,16.0,7.042,14.963,8.196
1622,라사17b76a,"POLYGON ((1017500 1976000, 1017500 1976500, 1018000 1976500, 1018000 1976000, 1017500 1976000))",9.62,12.57,15.543,6.585,14.507,8.536
1623,라사17b76b,"POLYGON ((1017500 1976500, 1017500 1977000, 1018000 1977000, 1018000 1976500, 1017500 1976500))",9.636,12.586,15.559,6.601,14.523,8.552
1624,라사17b77a,"POLYGON ((1017500 1977000, 1017500 1977500, 1018000 1977500, 1018000 1977000, 1017500 1977000))",11.405,10.686,13.659,4.701,12.623,6.652
1625,라사17b77b,"POLYGON ((1017500 1977500, 1017500 1978000, 1018000 1978000, 1018000 1977500, 1017500 1977500))",11.221,10.502,13.475,4.517,12.439,6.468
1626,라사17b78a,"POLYGON ((1017500 1978000, 1017500 1978500, 1018000 1978500, 1018000 1978000, 1017500 1978000))",10.186,9.45,12.423,3.465,11.387,6.337
1627,라사17b78b,"POLYGON ((1017500 1978500, 1017500 1979000, 1018000 1979000, 1018000 1978500, 1017500 1978500))",9.068,8.35,11.322,2.365,10.287,4.316
1628,라사17b79a,"POLYGON ((1017500 1979000, 1017500 1979500, 1018000 1979500, 1018000 1979000, 1017500 1979000))",8.731,8.031,11.003,2.046,9.968,3.979
1629,라사17b79b,"POLYGON ((1017500 1979500, 1017500 1980000, 1018000 1980000, 1018000 1979500, 1017500 1979500))",7.168,6.825,8.487,1.886,9.808,3.585
1630,라사17b80a,"POLYGON ((1017500 1980000, 1017500 1980500, 1018000 1980500, 1018000 1980000, 1017500 1980000))",7.403,7.06,8.722,2.444,9.432,3.82
1631,라사17b80b,"POLYGON ((1017500 1980500, 1017500 1981000, 1018000 1981000, 1018000 1980500, 1017500 1980500))",6.592,6.25,7.911,2.734,8.621,3.01
1632,라사17b81a,"POLYGON ((1017500 1981000, 1017500 1981500, 1018000 1981500, 1018000 1981000, 1017500 1981000))",7.206,6.864,8.525,3.348,9.235,3.624
1633,라사17b81b,"POLYGON ((1017500 1981500, 1017500 1982000, 1018000 1982000, 1018000 1981500, 1017500 1981500))",11.144,10.803,12.464,7.087,13.174,7.562
1634,라사17b82a,"POLYGON ((1017500 1982000, 1017500 1982500, 1018000 1982500, 1018000 1982000, 1017500 1982000))",4.977,4.634,6.295,5.334,7.006,1.788
1635,라사17b82b,"POLYGON ((1017500 1982500, 1017500 1983000, 1018000 1983000, 1018000 1982500, 1017500 1982500))",4.659,4.316,5.977,5.017,6.688,1.471
1636,라사17b83a,"POLYGON ((1017500 1983000, 1017500 1983500, 1018000 1983500, 1018000 1983000, 1017500 1983000))",4.974,4.631,6.292,5.332,7.003,1.786
1637,라사17b83b,"POLYGON ((1017500 1983500, 1017500 1984000, 1018000 1984000, 1018000 1983500, 1017500 1983500))",3.526,3.184,4.845,4.412,5.555,2.257
1638,라사17b84a,"POLYGON ((1017500 1984000, 1017500 1984500, 1018000 1984500, 1018000 1984000, 1017500 1984000))",3.292,2.949,4.61,3.969,5.32,2.022
1639,라사17b84b,"POLYGON ((1017500 1984500, 1017500 1985000, 1018000 1985000, 1018000 1984500, 1017500 1984500))",3.72,2.667,4.279,3.254,5.44,2.553
1640,라사17b85a,"POLYGON ((1017500 1985000, 1017500 1985500, 1018000 1985500, 1018000 1985000, 1017500 1985000))",3.284,2.231,3.844,2.818,5.005,2.117
1641,라사17b85b,"POLYGON ((1017500 1985500, 1017500 1986000, 1018000 1986000, 1018000 1985500, 1017500 1985500))",2.569,1.516,3.129,2.103,4.29,1.402
1642,라사17b86a,"POLYGON ((1017500 1986000, 1017500 1986500, 1018000 1986500, 1018000 1986000, 1017500 1986000))",2.332,1.279,2.891,1.865,4.053,1.84
1643,라사17b86b,"POLYGON ((1017500 1986500, 1017500 1987000, 1018000 1987000, 1018000 1986500, 1017500 1986500))",6.217,6.279,5.954,6.669,7.461,6.555
1644,라사17b87a,"POLYGON ((1017500 1987000, 1017500 1987500, 1018000 1987500, 1018000 1987000, 1017500 1987000))",4.778,4.837,4.516,5.23,6.022,5.117
1645,라사17b87b,"POLYGON ((1017500 1987500, 1017500 1988000, 1018000 1988000, 1018000 1987500, 1017500 1987500))",2.773,2.832,2.511,3.225,4.017,2.977
1646,라사17b88a,"POLYGON ((1017500 1988000, 1017500 1988500, 1018000 1988500, 1018000 1988000, 1017500 1988000))",3.267,3.325,3.005,3.719,4.511,3.47
1647,라사17b88b,"POLYGON ((1017500 1988500, 1017500 1989000, 1018000 1989000, 1018000 1988500, 1017500 1988500))",7.499,3.562,6.751,1.506,10.351,6.811
1648,라사17b89a,"POLYGON ((1017500 1989000, 1017500 1989500, 1018000 1989500, 1018000 1989000, 1017500 1989000))",6.775,2.838,6.027,1.256,9.628,5.822
